Latitude,Longitude,Number of Structures,Type of building,Building Material,No of storeys,Type of Building Registration,Use of building,Total No. of Family Member,Gender: Male,Gender: Female,Gender: Others,Physically Disabled,Source of Income,Average Salary,Crops Harvest,Irrigation Facility,Electricity Facility,Road Acces,Nearest Health Facility,Animal Husbandary,No. of old member
27.4450901,85.0473158,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,7,2,5,,1,Agriculture,5k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Buffalo, Chicken, Goat",2
27.4446403,85.0472793,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Normal Shop,4,1,3,,0,Business,4k,,,Yes,Yes,7km,Buffalo,0
27.4165508,85.0694766,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,30000,"Maize, Millet",No,Yes,Yes,1km,Goat,0
27.4430749,85.047751,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,3,2,1,,0,Agriculture,1k,Maize,,Yes,Yes,7km,Goat,
27.4170293,85.0694797,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,8,4,4,,0,Agriculture,14000,"Maize, Millet",No,Yes,Yes,1km,Goat,1
27.4431262,85.0480292,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,Agriculture,3k,"Maize, Millet",Rain Water,Yes,Yes,8km,"Chicken, Goat",
27.4171812,85.0693891,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Teaching,32000,"Maize, Millet",No,Yes,Yes,1km,Goat,0
27.4431236,85.0485308,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,8km,"Buffalo, Chicken, Goat",1
27.4434859,85.0485699,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,8,4,4,,0,Agriculture,1k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Chicken, Goat",2
27.4169937,85.0693754,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,3,2,1,,0,Teaching,20000,"Maize, Millet",No,Yes,Yes,1km,,0
27.4442962,85.0487336,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,Agriculture,2k,Maize,Rain Water,Yes,Yes,7km,"Buffalo, Chicken, Goat",
27.4180277,85.0686427,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,4,1,,0,Agriculture,12000,"Maize, Millet",No,Yes,Yes,1km,"Chicken, Goat",0
27.4444071,85.0490752,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,7,4,3,,0,Agriculture,1k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Buffalo, Chicken, Goat",2
27.4177418,85.0691548,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,4,1,,0,Agriculture,112000,"Maize, Millet",No,Yes,Yes,1km,Buffalo,1
27.4409421,85.0499021,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Buffalo, Chicken, Goat",1
27.4195676,85.0702494,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,2,4,,0,Agriculture,13000,"Maize, Millet",No,Yes,Yes,500m,"Buffalo, Goat",1
27.4373064,85.0510715,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,3,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Chicken, Goat",0
27.4210865,85.0693158,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,8,4,4,,0,Agriculture,50000,"Maize, Millet",No,Yes,Yes,1km,Chicken,1
27.4392727,85.0512176,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,8,5,3,,1,"Agriculture, Foreign Employment",30k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Chicken, Cow, Goat",0
27.4213048,85.0692498,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,5000,"Maize, Millet",No,Yes,Yes,1km,Chicken,2
27.4399927,85.0518874,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,7km,,
27.4214895,85.0696669,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,"Maize, Millet",No,Yes,Yes,1km,Goat,0
27.4363487,85.0509421,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Buffalo, Chicken, Goat",1
27.4215004,85.0698129,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,1,3,,0,Agriculture,30000,"Maize, Millet",No,Yes,Yes,1km,Chicken,0
27.4366001,85.0510252,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Chicken, Cow, Goat",1
27.4233568,85.0699587,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,2000,"Maize, Millet",No,Yes,Yes,1km,Goat,0
27.4355289,85.0510723,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् र सम्पन्न भएको,Residential,8,4,4,,0,"Agriculture, Foreign Employment",45k,"Maize, Millet",Rain Water,Yes,Yes,7km,Cow,1
27.4241452,85.0709125,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Normal Shop,4,2,2,,0,Agriculture,30000,"Maize, Millet",No,Yes,Yes,1km,Chicken,
27.4339914,85.0520238,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,2,4,,0,"Agriculture, Foreign Employment",20k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Chicken, Cow, Goat",2
27.4239894,85.070652,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,,,,,,,,,,,,,,
27.432115,85.0536892,1,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,Yes,Yes,,,
27.424083,85.0703489,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,13000,"Maize, Millet",No,Yes,Yes,1km,"Cow, Goat",1
27.4319485,85.0545231,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,8,3,5,,0,"Agriculture, Foreign Employment",30k,,,Yes,Yes,7km,Goat,2
27.4316987,85.0551071,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Normal Shop,4,1,3,,0,Business,4k,,,Yes,Yes,7km,Buffalo,0
27.4246382,85.0706768,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,2,1,1,,0,Agriculture,12000,"Maize, Millet",No,Yes,Yes,1km,Cow,2
27.4315205,85.0554391,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,"Residential, Normal Shop",6,4,2,,0,"Agriculture, Foreign Employment",30k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Cow, Goat",2
27.4253817,85.07054,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,4,2,2,,0,Agriculture,12000,"Maize, Millet",No,Yes,Yes,1km,,1
27.4315474,85.0554922,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,"Residential, Normal Shop",7,3,4,,0,"Agriculture, Foreign Employment",20k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Chicken, Cow",1
27.4259717,85.0706929,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,2,1,1,,0,Agriculture,9000,"Maize, Millet",No,Yes,Yes,1km,Chicken,2
27.4312641,85.057852,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,6,2,4,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,8km,"Ox, Goat",2
27.425939,85.0701196,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Agriculture,13000,"Maize, Millet",No,Yes,Yes,2km,Chicken,0
27.4292914,85.0588806,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,7km,Goat,1
27.4240159,85.0709672,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,4,2,2,,0,Agriculture,14000,"Maize, Millet",No,Yes,Yes,3km,,0
27.429771,85.0590743,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,5k,"Maize, Millet",Rain Water,Yes,Yes,7km,"Chicken, Goat",
27.4327341,85.059322,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,6km,"Chicken, Goat",0
27.4248319,85.0718062,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,1,4,,0,Agriculture,10000,"Maize, Millet",No,Yes,Yes,3km,"Buffalo, Goat",0
27.4334775,85.0590394,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,1k,"Maize, Millet",Rain Water,Yes,Yes,6km,"Buffalo, Chicken, Goat",1
27.4251127,85.0718506,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Agriculture,13000,"Maize, Millet",No,Yes,Yes,3km,"Buffalo, Goat",2
27.4349352,85.0595565,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,8,4,4,,0,"Agriculture, Foreign Employment",10k,"Maize, Millet",Rain Water,Yes,Yes,6km,"Buffalo, Chicken, Cow",0
27.4254376,85.0718357,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,3,4,,0,Agriculture,12000,"Maize, Millet",No,Yes,Yes,4km,"Pig, Goat",0
27.4350716,85.0589708,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,2,4,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,6km,"Buffalo, Chicken, Goat",1
27.4250114,85.072311,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,1,Agriculture,150000,"Maize, Millet",No,Yes,Yes,4km,,2
27.4359712,85.059153,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,3k,"Maize, Millet",Rain Water,Yes,Yes,6km,"Chicken, Goat",0
27.4257347,85.0729263,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,9,4,5,,0,Army,45000,"Maize, Millet",No,Yes,Yes,4km,"Cow, Goat",0
27.4340598,85.0563466,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,7,3,4,,0,Agriculture,20k,"Maize, Millet",Rain Water,Yes,Yes,6km,Goat,2
27.4256608,85.0729278,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,1,3,,0,Agriculture,14000,"Maize, Millet",No,Yes,Yes,4km,Goat,0
27.4339374,85.0568041,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,10k,"Maize, Millet",Rain Water,Yes,Yes,6km,Goat,0
27.4272223,85.0730355,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Agriculture,33000,"Maize, Millet",No,Yes,Yes,5km,Goat,0
27.4340156,85.0568071,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Agriculture,1k,"Maize, Millet",Rain Water,Yes,Yes,6km,"Chicken, Goat",1
27.4269726,85.0735446,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,11,5,6,,0,Agriculture,23000,"Maize, Millet",No,Yes,Yes,5km,"Cow, Goat",0
27.4344634,85.0571799,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,6,4,2,,0,Agriculture,2k,"Maize, Millet",Rain Water,Yes,Yes,6km,"Chicken, Goat",1
27.4268776,85.0741236,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,10,6,4,,0,Agriculture,8000,"Maize, Millet",No,Yes,Yes,5km,Cow,1
27.4361427,85.0590649,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,6km,,
27.4237131,85.0708043,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,17000,"Maize, Millet",No,Yes,Yes,1km,Goat,0
